income,loan_amount,loan_term,loan_purpose,loan_type,lien_status,preapproval,debt_to_income_ratio,combined_loan_to_value_ratio,property_value,occupancy_type,construction_method,total_units,submission_of_application,interest_only_payment,balloon_payment,applicant_age,derived_race,derived_ethnicity,derived_sex,LoanApproved
89.0,345000.0,360.0,1,2,1,2,50%-60%,90.0,375000.0,1,1,1,1,2,2,35-44,Black or African American,Ethnicity Not Available,Male,1
43.0,205000.0,360.0,1,1,1,2,46,50.85,405000.0,1,1,1,1,2,2,>74,White,Not Hispanic or Latino,Joint,1
85.0,195000.0,360.0,1,3,1,2,30%-<36%,60.317,315000.0,1,1,1,1,2,2,65-74,White,Not Hispanic or Latino,Joint,1
77.0,55000.0,180.0,31,1,1,2,,,,1,1,1,1,2,2,65-74,White,Not Hispanic or Latino,Joint,1
71.0,315000.0,360.0,1,3,1,2,46,94.1,335000.0,1,2,1,1,2,2,65-74,White,Hispanic or Latino,Male,1
49.0,155000.0,300.0,32,2,1,2,50%-60%,25.041,615000.0,1,1,1,1,2,2,>74,White,Not Hispanic or Latino,Male,1
85.0,375000.0,360.0,1,1,1,2,41,90.0,415000.0,1,1,1,1,2,2,25-34,Asian,Not Hispanic or Latino,Male,1
442.0,275000.0,240.0,31,1,2,2,20%-<30%,91.107,845000.0,1,1,1,1,2,2,35-44,White,Not Hispanic or Latino,Male,0
83.0,185000.0,360.0,1,2,1,2,43,96.5,195000.0,1,1,1,2,2,2,25-34,White,Not Hispanic or Latino,Joint,1
115.0,375000.0,360.0,1,1,1,2,30%-<36%,90.0,375000.0,1,1,1,1,2,2,25-34,Joint,Not Hispanic or Latino,Joint,0
138.0,355000.0,360.0,1,3,1,2,50%-60%,95.0,375000.0,1,1,1,1,2,2,25-34,White,Not Hispanic or Latino,Joint,1
205.0,805000.0,360.0,1,1,1,2,41,63.492,1265000.0,1,1,1,1,2,2,25-34,Race Not Available,Ethnicity Not Available,Sex Not Available,1
109.0,405000.0,360.0,1,3,1,2,49,100.0,395000.0,1,1,1,1,2,2,35-44,White,Hispanic or Latino,Male,1
68.0,315000.0,360.0,1,2,1,2,48,85.0,365000.0,1,1,1,1,2,2,45-54,White,Hispanic or Latino,Female,1
251.0,165000.0,240.0,2,1,2,2,42,47.91,685000.0,1,1,1,1,2,2,55-64,White,Not Hispanic or Latino,Joint,1
57.0,305000.0,360.0,1,2,1,2,47,92.0,325000.0,1,1,1,1,2,2,25-34,Black or African American,Not Hispanic or Latino,Female,1
460.0,535000.0,240.0,1,1,1,2,43,85.16,625000.0,2,2,1,2,2,2,55-64,Race Not Available,Ethnicity Not Available,Sex Not Available,0
97.0,255000.0,360.0,1,1,1,2,42,100.0,255000.0,1,1,1,1,2,2,35-44,White,Hispanic or Latino,Male,1
429.0,1005000.0,360.0,1,1,1,2,20%-<30%,56.598,1765000.0,1,1,1,1,2,2,35-44,Asian,Not Hispanic or Latino,Joint,1
82.0,65000.0,240.0,1,1,1,2,<20%,61.515,95000.0,1,2,1,1,2,2,35-44,White,Not Hispanic or Latino,Male,0
131.0,345000.0,360.0,1,3,1,2,44,100.0,335000.0,1,1,1,1,2,2,55-64,White,Not Hispanic or Latino,Male,1
44.0,125000.0,360.0,1,1,1,2,20%-<30%,97.0,125000.0,1,1,1,2,2,2,25-34,Race Not Available,Ethnicity Not Available,Male,1
162.0,515000.0,360.0,32,3,1,2,47,,,1,1,1,1,2,2,65-74,White,Not Hispanic or Latino,Joint,0
88.0,225000.0,360.0,1,1,1,2,20%-<30%,90.0,255000.0,1,1,1,1,2,2,<25,Asian,Not Hispanic or Latino,Female,0
66.0,185000.0,360.0,1,3,1,2,41,,185000.0,1,1,1,1,2,2,25-34,Race Not Available,Hispanic or Latino,Male,1
118.0,405000.0,360.0,1,3,1,2,50%-60%,100.0,415000.0,1,1,1,2,2,2,35-44,White,Hispanic or Latino,Male,1
32.0,185000.0,360.0,32,2,1,2,>60%,93.444,195000.0,1,1,1,1,2,2,55-64,Race Not Available,Ethnicity Not Available,Female,0
137.0,645000.0,360.0,1,1,1,2,46,75.0,865000.0,1,1,1,1,2,2,35-44,Asian,Not Hispanic or Latino,Joint,1
106.0,155000.0,300.0,1,1,1,2,20%-<30%,81.05,195000.0,1,2,1,2,2,2,65-74,White,Not Hispanic or Latino,Joint,1
26.0,25000.0,240.0,31,1,1,2,20%-<30%,52.337,45000.0,1,1,1,1,2,2,65-74,White,Not Hispanic or Latino,Female,1
101.0,435000.0,360.0,1,2,1,2,50%-60%,96.5,445000.0,1,1,1,2,2,2,45-54,White,Hispanic or Latino,Joint,1
84.0,245000.0,360.0,1,2,1,2,46,100.0,255000.0,1,1,1,1,2,2,55-64,White,Not Hispanic or Latino,Female,1
163.0,345000.0,360.0,1,1,1,2,30%-<36%,90.0,385000.0,1,1,1,1,2,2,25-34,White,Hispanic or Latino,Female,1
200.0,755000.0,360.0,4,1,1,2,39,92.48,815000.0,1,1,1,1,2,2,25-34,White,Not Hispanic or Latino,Male,1
96.0,305000.0,360.0,1,1,1,2,49,95.0,315000.0,1,1,1,1,2,2,25-34,White,Not Hispanic or Latino,Male,1
230.0,525000.0,360.0,1,1,1,2,30%-<36%,90.0,585000.0,1,1,1,1,2,2,35-44,Asian,Not Hispanic or Latino,Joint,1
60.0,35000.0,180.0,31,1,1,2,44,8.681,415000.0,1,1,1,1,2,2,55-64,White,Not Hispanic or Latino,Female,0
165.0,385000.0,360.0,32,1,1,2,37,80.0,485000.0,1,1,1,1,2,2,35-44,White,Not Hispanic or Latino,Female,1
292.0,565000.0,360.0,1,1,1,2,20%-<30%,100.0,565000.0,1,1,1,1,2,2,25-34,Asian,Not Hispanic or Latino,Joint,1
219.0,105000.0,240.0,32,1,2,2,,33.69,295000.0,1,1,1,1,2,2,65-74,Black or African American,Not Hispanic or Latino,Joint,0
121.0,65000.0,360.0,4,1,2,2,46,54.242,1225000.0,1,1,1,1,2,2,55-64,White,Not Hispanic or Latino,Joint,0
35.0,185000.0,347.0,1,1,1,2,50%-60%,,215000.0,1,2,1,1,2,2,55-64,White,Not Hispanic or Latino,Male,0
104.0,155000.0,240.0,31,1,1,2,48,25.62,605000.0,1,1,1,2,2,2,65-74,White,Not Hispanic or Latino,Female,1
179.0,105000.0,360.0,4,1,2,2,40,83.758,425000.0,1,1,1,1,2,2,65-74,Black or African American,Not Hispanic or Latino,Joint,1
120.0,275000.0,360.0,1,1,1,2,30%-<36%,35.256,785000.0,1,1,1,2,2,2,45-54,Asian,Not Hispanic or Latino,Male,1
49.0,235000.0,360.0,32,3,1,2,50%-60%,69.118,345000.0,1,1,1,1,2,2,55-64,Black or African American,Not Hispanic or Latino,Female,0
44.0,85000.0,360.0,1,1,1,2,36,45.356,185000.0,1,1,1,1,2,2,55-64,White,Not Hispanic or Latino,Female,1
93.0,355000.0,360.0,1,2,1,2,45,96.5,355000.0,1,1,1,1,2,2,<25,Race Not Available,Ethnicity Not Available,Sex Not Available,1
77.0,515000.0,359.0,32,3,1,2,>60%,100.0,515000.0,1,1,1,1,2,2,45-54,Black or African American,Not Hispanic or Latino,Male,1
56.0,285000.0,360.0,1,2,1,2,50%-60%,94.75,295000.0,1,1,1,1,2,2,25-34,White,Not Hispanic or Latino,Female,1
125.0,435000.0,360.0,1,1,1,2,30%-<36%,91.49,475000.0,1,1,1,2,2,2,25-34,White,Ethnicity Not Available,Male,1
63.0,15000.0,120.0,31,1,1,2,<20%,10.429,165000.0,1,1,1,1,2,2,45-54,White,Not Hispanic or Latino,Male,1
57.0,265000.0,360.0,1,1,1,2,40,80.0,325000.0,1,1,1,2,2,2,25-34,White,Not Hispanic or Latino,Female,1
103.0,295000.0,360.0,1,2,1,2,20%-<30%,96.5,295000.0,1,1,1,1,2,2,25-34,White,Not Hispanic or Latino,Male,1
47.0,125000.0,360.0,1,3,1,2,42,100.0,125000.0,1,1,1,1,2,2,<25,White,Not Hispanic or Latino,Male,1
75.0,25000.0,180.0,4,1,2,2,50%-60%,66.138,555000.0,1,1,1,1,2,1,45-54,White,Hispanic or Latino,Joint,1
,725000.0,360.0,1,1,1,2,20%-<30%,52.343,1385000.0,1,1,1,1,2,2,,Race Not Available,Ethnicity Not Available,Sex Not Available,1
153.0,85000.0,180.0,4,1,2,2,39,61.709,425000.0,1,1,1,1,2,2,45-54,Race Not Available,Joint,Joint,0
41.0,55000.0,60.0,4,1,2,2,42,19.365,525000.0,1,1,1,1,2,2,55-64,White,Not Hispanic or Latino,Female,1
71.0,335000.0,360.0,1,3,1,2,42,100.0,335000.0,1,1,1,1,2,2,65-74,Race Not Available,Ethnicity Not Available,Female,1
69.0,95000.0,360.0,1,1,1,2,30%-<36%,97.0,125000.0,1,1,1,1,2,2,<25,White,Not Hispanic or Latino,Male,1
150.0,275000.0,240.0,32,1,2,2,30%-<36%,69.0,825000.0,1,1,1,1,2,2,55-64,White,Not Hispanic or Latino,Joint,1
331.0,1225000.0,360.0,1,1,1,2,49,80.0,1535000.0,1,1,1,1,2,2,35-44,Asian,Not Hispanic or Latino,Joint,1
171.0,525000.0,360.0,1,1,1,2,50%-60%,95.0,555000.0,1,1,1,1,2,2,25-34,Joint,Hispanic or Latino,Joint,1
47.0,145000.0,360.0,1,1,1,2,40,95.0,155000.0,1,2,1,1,2,2,35-44,White,Not Hispanic or Latino,Female,1
151.0,275000.0,360.0,1,2,1,2,47,,275000.0,1,1,1,1,2,2,<25,White,Not Hispanic or Latino,Male,1
92.0,225000.0,360.0,31,1,1,2,50%-60%,50.0,455000.0,1,1,1,1,2,2,55-64,White,Not Hispanic or Latino,Joint,0
225.0,355000.0,360.0,1,1,1,2,30%-<36%,24.14,1455000.0,2,1,1,2,2,2,55-64,Race Not Available,Not Hispanic or Latino,Joint,1
43.0,55000.0,360.0,2,1,2,2,>60%,59.55,255000.0,1,1,1,1,2,2,55-64,Black or African American,Not Hispanic or Latino,Male,0
53.0,175000.0,360.0,1,1,1,2,30%-<36%,97.0,185000.0,1,1,1,2,2,2,25-34,White,Not Hispanic or Latino,Male,1
47.0,395000.0,360.0,4,1,1,2,42,45.43,855000.0,1,1,1,1,2,2,65-74,White,Not Hispanic or Latino,Joint,1
65.0,275000.0,360.0,1,2,1,2,41,96.5,275000.0,1,1,1,1,2,2,25-34,White,Not Hispanic or Latino,Male,1
269.0,1555000.0,360.0,1,3,1,2,50%-60%,71.3,2205000.0,1,1,1,2,2,2,45-54,White,Not Hispanic or Latino,Joint,0
53.0,225000.0,360.0,1,2,1,2,47,96.5,225000.0,1,1,1,2,2,2,35-44,White,Not Hispanic or Latino,Joint,1
258.0,395000.0,360.0,1,3,1,1,42,100.0,395000.0,1,1,1,1,2,2,45-54,White,Not Hispanic or Latino,Male,1
79.0,305000.0,360.0,1,3,1,2,50%-60%,,375000.0,1,1,1,1,2,2,35-44,White,Not Hispanic or Latino,Male,1
88.0,195000.0,360.0,1,1,1,2,37,80.0,245000.0,1,1,1,1,2,2,25-34,White,Not Hispanic or Latino,Male,1
58.0,265000.0,360.0,1,3,1,2,45,,265000.0,1,1,1,1,2,2,55-64,Black or African American,Not Hispanic or Latino,Male,0
196.0,65000.0,60.0,2,1,2,2,30%-<36%,69.761,415000.0,1,1,1,1,2,2,45-54,White,Not Hispanic or Latino,Joint,1
125.0,615000.0,360.0,1,2,1,2,50%-60%,92.022,665000.0,1,1,1,1,2,2,45-54,White,Not Hispanic or Latino,Male,1
254.0,415000.0,360.0,1,1,1,2,46,69.412,595000.0,1,1,1,1,2,2,35-44,White,Not Hispanic or Latino,Joint,1
90.0,375000.0,360.0,1,2,1,2,49,99.526,385000.0,1,1,1,1,2,2,35-44,Black or African American,Not Hispanic or Latino,Male,1
73.0,175000.0,360.0,1,1,1,2,38,96.93,185000.0,1,1,1,1,2,2,25-34,Race Not Available,Not Hispanic or Latino,Female,1
62.0,45000.0,,2,1,2,2,>60%,58.512,295000.0,1,1,1,1,2,2,35-44,Race Not Available,Ethnicity Not Available,Sex Not Available,0
155.0,265000.0,360.0,1,1,1,2,<20%,80.0,335000.0,1,1,1,1,2,2,25-34,Race Not Available,Ethnicity Not Available,Sex Not Available,1
108.0,575000.0,360.0,1,2,1,2,50%-60%,96.5,585000.0,1,1,1,2,2,2,25-34,White,Not Hispanic or Latino,Male,1
92.0,255000.0,360.0,1,1,1,2,30%-<36%,103.528,265000.0,1,1,1,1,2,2,35-44,White,Not Hispanic or Latino,Female,1
100.0,255000.0,360.0,1,2,1,2,38,96.5,255000.0,1,1,1,1,2,2,35-44,White,Not Hispanic or Latino,Male,1
191.0,555000.0,360.0,1,1,1,2,38,80.0,695000.0,1,1,1,1,2,2,25-34,Race Not Available,Ethnicity Not Available,Sex Not Available,1
104.0,75000.0,360.0,32,2,1,2,42,80.0,95000.0,1,1,1,1,2,2,35-44,Race Not Available,Ethnicity Not Available,Male,1
85.0,85000.0,360.0,4,2,1,2,20%-<30%,57.14,145000.0,1,1,1,2,2,2,65-74,White,Ethnicity Not Available,Female,0
113.0,25000.0,120.0,4,1,2,2,30%-<36%,42.02,355000.0,1,1,1,1,2,2,55-64,White,Not Hispanic or Latino,Joint,1
249.0,105000.0,180.0,32,1,2,2,30%-<36%,68.443,975000.0,1,1,1,1,2,2,65-74,White,Not Hispanic or Latino,Joint,1
230.0,305000.0,360.0,1,1,1,2,48,50.13,605000.0,1,1,1,1,2,2,25-34,White,Not Hispanic or Latino,Female,1
10.0,95000.0,360.0,1,1,1,2,>60%,97.0,95000.0,1,1,1,1,2,2,<25,White,Not Hispanic or Latino,Joint,0
106.0,75000.0,240.0,1,1,1,1,20%-<30%,90.0,85000.0,3,1,1,1,2,2,35-44,White,Not Hispanic or Latino,Male,1
47.0,125000.0,360.0,1,1,1,2,47,97.0,125000.0,1,1,1,1,2,2,35-44,White,Not Hispanic or Latino,Female,0
119.0,495000.0,360.0,1,3,1,2,50%-60%,,,1,1,1,1,2,2,55-64,White,Ethnicity Not Available,Joint,0
13.0,605000.0,360.0,1,1,1,2,30%-<36%,80.0,775000.0,1,1,1,2,2,2,45-54,White,Not Hispanic or Latino,Male,1
145.0,285000.0,360.0,32,1,1,2,20%-<30%,69.343,415000.0,1,1,1,1,2,2,55-64,White,Not Hispanic or Latino,Joint,1
173.0,325000.0,360.0,1,3,1,2,45,,325000.0,1,1,1,1,2,2,45-54,White,Not Hispanic or Latino,Male,1
35.0,105000.0,360.0,1,4,1,2,30%-<36%,93.482,155000.0,1,1,1,1,2,2,25-34,White,Hispanic or Latino,Male,1
115.0,135000.0,360.0,32,3,1,2,20%-<30%,,,1,1,1,1,2,2,35-44,White,Not Hispanic or Latino,Joint,0
20.0,45000.0,,2,1,2,2,>60%,868.11,25000.0,1,1,1,1,2,2,35-44,White,Ethnicity Not Available,Male,0
136.0,895000.0,360.0,32,1,1,2,>60%,63.85,1405000.0,2,1,1,1,2,2,45-54,White,Not Hispanic or Latino,Male,0
120.0,135000.0,360.0,32,1,1,2,43,32.91,395000.0,3,1,4,1,2,2,55-64,White,Not Hispanic or Latino,Joint,1
110.0,135000.0,360.0,32,2,1,2,20%-<30%,76.647,165000.0,1,1,1,1,2,2,35-44,White,Not Hispanic or Latino,Female,1
190.0,635000.0,360.0,1,1,1,2,37,90.0,705000.0,1,1,1,1,2,2,25-34,Asian,Ethnicity Not Available,Joint,1
103.0,55000.0,180.0,2,1,2,2,30%-<36%,5.682,885000.0,1,1,1,1,2,2,55-64,Black or African American,Not Hispanic or Latino,Female,1
326.0,305000.0,120.0,2,1,2,2,46,32.576,2705000.0,1,1,1,1,2,2,55-64,Asian,Not Hispanic or Latino,Joint,1
83.0,45000.0,61.0,4,1,1,2,30%-<36%,72.8,125000.0,1,1,1,1,2,1,65-74,White,Not Hispanic or Latino,Joint,1
24.0,85000.0,300.0,1,1,1,2,>60%,,155000.0,1,2,1,1,2,2,55-64,White,Not Hispanic or Latino,Female,0
577.0,735000.0,360.0,1,1,1,2,30%-<36%,55.513,1315000.0,1,1,1,1,2,2,45-54,Asian,Not Hispanic or Latino,Joint,1
96.0,295000.0,360.0,32,1,1,2,46,80.0,365000.0,1,1,1,1,2,2,45-54,White,Not Hispanic or Latino,Joint,0
593.0,1995000.0,360.0,32,1,1,2,30%-<36%,62.469,3205000.0,1,1,1,1,2,2,55-64,Race Not Available,Not Hispanic or Latino,Joint,1
69.0,125000.0,360.0,1,1,1,2,45,104.67,115000.0,1,2,1,2,2,2,<25,White,Not Hispanic or Latino,Joint,1
80.0,105000.0,360.0,1,1,1,1,<20%,9.509,1185000.0,1,1,1,1,2,2,65-74,White,Not Hispanic or Latino,Joint,1
157.0,415000.0,360.0,1,1,1,2,30%-<36%,65.873,635000.0,1,1,1,2,2,2,35-44,White,Not Hispanic or Latino,Joint,1
23.0,75000.0,300.0,1,1,1,2,>60%,89.999,,1,2,1,2,2,2,45-54,Black or African American,Not Hispanic or Latino,Female,0
97.0,285000.0,360.0,1,2,1,2,46,99.446,295000.0,1,1,1,1,2,2,25-34,White,Not Hispanic or Latino,Male,1
,305000.0,360.0,31,3,1,2,,,,1,1,1,1,2,2,35-44,White,Not Hispanic or Latino,Male,0
51.0,155000.0,360.0,1,2,1,2,43,96.5,165000.0,1,1,1,1,2,2,45-54,White,Not Hispanic or Latino,Female,0
,285000.0,360.0,1,1,1,2,30%-<36%,100.702,285000.0,1,1,1,1,2,2,25-34,White,Not Hispanic or Latino,Joint,1
98.0,75000.0,120.0,32,1,2,2,20%-<30%,85.0,165000.0,1,1,1,1,2,2,45-54,White,Not Hispanic or Latino,Joint,1
160.0,315000.0,360.0,1,1,1,2,37,80.0,395000.0,1,1,1,1,2,2,25-34,White,Not Hispanic or Latino,Joint,1
123.0,505000.0,360.0,1,1,1,2,46,58.0,875000.0,1,1,1,1,2,2,35-44,Race Not Available,Not Hispanic or Latino,Male,1
64.0,335000.0,360.0,1,3,1,2,47,101.071,335000.0,1,1,1,1,2,2,25-34,White,Not Hispanic or Latino,Female,1
331.0,215000.0,180.0,1,1,2,2,47,90.0,1055000.0,1,1,1,1,2,1,45-54,White,Not Hispanic or Latino,Male,1
49.0,15000.0,240.0,1,1,2,2,37,98.973,115000.0,1,1,1,1,2,2,25-34,White,Not Hispanic or Latino,Female,1
71.0,155000.0,360.0,32,2,1,2,50%-60%,74.442,205000.0,1,1,1,1,2,2,55-64,White,Not Hispanic or Latino,Female,0
63.0,255000.0,360.0,1,2,1,2,50%-60%,104.906,265000.0,1,1,1,1,2,2,65-74,White,Hispanic or Latino,Joint,1
96.0,25000.0,60.0,4,1,2,2,40,56.664,575000.0,1,1,1,1,2,2,25-34,White,Hispanic or Latino,Male,1
219.0,425000.0,360.0,1,1,1,2,30%-<36%,95.0,445000.0,1,1,1,1,2,2,45-54,American Indian or Alaska Native,Hispanic or Latino,Female,1
52.0,85000.0,360.0,32,2,1,2,<20%,80.0,105000.0,1,1,1,1,2,2,45-54,White,Not Hispanic or Latino,Female,1
95.0,275000.0,360.0,32,1,1,2,38,66.341,415000.0,1,1,1,2,2,2,25-34,White,Not Hispanic or Latino,Male,1
104.0,465000.0,360.0,1,1,1,2,48,90.0,525000.0,1,1,1,2,2,2,35-44,White,Not Hispanic or Latino,Male,1
87.0,115000.0,300.0,1,1,1,2,20%-<30%,,115000.0,1,2,1,1,2,2,25-34,American Indian or Alaska Native,Ethnicity Not Available,Joint,1
109.0,55000.0,240.0,2,1,2,2,42,83.976,475000.0,1,1,1,1,2,2,55-64,White,Not Hispanic or Latino,Male,1
58.0,55000.0,120.0,32,1,1,2,43,64.485,75000.0,1,1,1,1,2,2,55-64,White,Not Hispanic or Latino,Male,1
67.0,215000.0,360.0,1,1,1,2,38,88.98,245000.0,1,1,1,1,2,2,25-34,White,Not Hispanic or Latino,Joint,1
31.0,225000.0,360.0,32,2,1,2,>60%,73.333,305000.0,1,1,1,1,2,2,55-64,Asian,Ethnicity Not Available,Female,0
67.0,325000.0,360.0,1,2,1,2,50%-60%,96.5,325000.0,1,1,1,1,2,2,65-74,Black or African American,Not Hispanic or Latino,Male,0
209.0,375000.0,120.0,31,1,1,2,<20%,47.0,805000.0,1,1,1,1,2,1,25-34,White,Not Hispanic or Latino,Joint,1
79.0,125000.0,360.0,1,1,1,2,48,95.0,135000.0,1,1,1,1,2,2,25-34,White,Ethnicity Not Available,Joint,1
47.0,155000.0,300.0,31,1,1,2,42,70.0,215000.0,1,1,1,1,2,2,45-54,White,Not Hispanic or Latino,Joint,1
94.0,395000.0,360.0,1,2,1,2,44,96.5,395000.0,1,1,1,2,2,2,<25,Race Not Available,Ethnicity Not Available,Female,1
104.0,325000.0,360.0,1,1,1,2,48,95.0,345000.0,1,1,1,1,2,2,55-64,White,Hispanic or Latino,Female,1
82.0,235000.0,360.0,1,2,1,2,42,100.0,245000.0,1,1,1,1,2,2,35-44,Black or African American,Hispanic or Latino,Female,1
128.0,395000.0,360.0,1,1,1,2,44,95.0,425000.0,1,1,1,1,2,2,65-74,White,Not Hispanic or Latino,Joint,1
78.0,165000.0,360.0,1,1,1,2,40,90.0,185000.0,1,1,1,1,2,2,45-54,Black or African American,Not Hispanic or Latino,Female,1
265.0,405000.0,360.0,1,1,1,2,30%-<36%,26.596,1505000.0,1,1,1,1,2,2,45-54,White,Not Hispanic or Latino,Joint,1
198.0,795000.0,360.0,1,1,1,2,30%-<36%,80.0,995000.0,1,1,1,2,2,2,45-54,White,Not Hispanic or Latino,Male,1
148.0,405000.0,360.0,1,3,1,2,50%-60%,100.0,385000.0,1,1,1,1,2,2,35-44,White,Not Hispanic or Latino,Male,1
124.0,125000.0,300.0,1,1,1,2,36,,115000.0,1,2,1,1,2,2,45-54,Race Not Available,Not Hispanic or Latino,Joint,1
50.0,195000.0,360.0,1,2,1,2,50%-60%,95.0,205000.0,1,1,1,2,2,2,25-34,White,Not Hispanic or Latino,Male,0
186.0,345000.0,360.0,1,3,1,2,30%-<36%,95.0,365000.0,1,1,1,1,2,2,65-74,White,Not Hispanic or Latino,Joint,1
83.0,455000.0,360.0,1,3,1,2,44,100.0,455000.0,1,1,1,2,2,2,25-34,White,Not Hispanic or Latino,Joint,1
110.0,425000.0,360.0,1,1,1,2,,,,1,1,1,1,2,2,35-44,Asian,Not Hispanic or Latino,Male,1
145.0,345000.0,360.0,1,1,1,2,47,41.0,845000.0,1,1,1,2,2,2,45-54,White,Not Hispanic or Latino,Joint,1
170.0,335000.0,360.0,1,1,1,2,20%-<30%,95.0,345000.0,1,1,1,1,2,2,45-54,White,Not Hispanic or Latino,Male,1
156.0,485000.0,360.0,32,2,1,2,37,66.901,715000.0,1,1,1,1,2,2,>74,Race Not Available,Ethnicity Not Available,Joint,0
83.0,375000.0,360.0,1,1,1,2,47,88.19,425000.0,1,1,1,2,2,2,35-44,White,Not Hispanic or Latino,Male,1
59.0,185000.0,360.0,31,1,1,2,41,58.226,315000.0,1,1,1,1,2,2,65-74,White,Not Hispanic or Latino,Female,1
269.0,545000.0,360.0,1,1,1,2,30%-<36%,90.0,605000.0,1,1,1,1,2,2,45-54,White,Not Hispanic or Latino,Joint,1
44.0,125000.0,240.0,2,1,2,2,>60%,71.6,405000.0,1,1,1,1,2,2,35-44,White,Not Hispanic or Latino,Male,0
86.0,155000.0,360.0,1,2,1,2,50%-60%,102.789,155000.0,1,2,1,1,2,2,25-34,Black or African American,Not Hispanic or Latino,Sex Not Available,1
73.0,215000.0,360.0,1,1,1,2,50%-60%,80.0,265000.0,1,1,1,1,2,2,45-54,White,Hispanic or Latino,Joint,0
213.0,705000.0,360.0,1,3,1,2,47,100.0,705000.0,1,1,1,2,2,2,35-44,White,Not Hispanic or Latino,Male,1
104.0,225000.0,360.0,1,2,1,2,50%-60%,96.5,235000.0,1,2,1,1,2,2,55-64,White,Not Hispanic or Latino,Joint,1
210.0,795000.0,360.0,1,1,1,2,38,95.0,845000.0,1,1,1,1,2,2,35-44,Asian,Not Hispanic or Latino,Male,1
347.0,575000.0,360.0,1,1,1,2,30%-<36%,95.0,605000.0,1,1,1,1,2,2,35-44,Black or African American,Not Hispanic or Latino,Joint,1
77.0,145000.0,360.0,1,2,1,2,50%-60%,96.5,145000.0,1,1,1,1,2,2,45-54,White,Not Hispanic or Latino,Male,1
123.0,305000.0,360.0,32,3,1,2,38,100.0,305000.0,1,1,1,1,2,2,55-64,Black or African American,Not Hispanic or Latino,Male,0
140.0,175000.0,360.0,1,2,1,2,20%-<30%,85.0,205000.0,1,1,1,1,2,2,25-34,White,Not Hispanic or Latino,Joint,1
83.0,345000.0,360.0,1,1,1,2,39,97.0,355000.0,1,1,1,1,2,2,25-34,White,Not Hispanic or Latino,Joint,1
293.0,295000.0,180.0,31,1,1,2,20%-<30%,54.862,545000.0,1,1,1,1,2,2,25-34,Race Not Available,Ethnicity Not Available,Sex Not Available,1
105.0,345000.0,360.0,1,3,1,2,47,100.0,345000.0,1,1,1,2,2,2,35-44,White,Not Hispanic or Latino,Joint,0
389.0,745000.0,360.0,31,1,1,2,38,44.345,1685000.0,1,1,1,1,1,2,55-64,White,Not Hispanic or Latino,Male,1
67.0,195000.0,360.0,32,2,1,2,50%-60%,80.0,245000.0,1,1,1,1,2,2,65-74,White,Not Hispanic or Latino,Female,1
98.0,175000.0,360.0,1,3,1,2,<20%,80.0,225000.0,1,1,1,1,2,2,55-64,White,Not Hispanic or Latino,Male,1
17.0,45000.0,340.0,1,1,1,2,>60%,91.86,55000.0,1,1,1,1,2,2,35-44,American Indian or Alaska Native,Not Hispanic or Latino,Male,0
126.0,335000.0,360.0,1,3,1,2,37,90.0,365000.0,1,1,1,1,2,2,65-74,White,Joint,Joint,1
30.0,75000.0,360.0,1,1,1,2,38,104.004,85000.0,1,1,1,1,2,2,<25,White,Not Hispanic or Latino,Female,1
496.0,625000.0,360.0,1,1,1,2,20%-<30%,80.0,785000.0,1,1,1,2,2,2,25-34,White,Hispanic or Latino,Male,1
291.0,1175000.0,360.0,1,3,1,2,50%-60%,70.633,1665000.0,1,1,1,2,2,2,45-54,Race Not Available,Ethnicity Not Available,Joint,1
209.0,605000.0,360.0,1,1,1,2,45,64.865,925000.0,1,1,1,2,2,2,55-64,White,Not Hispanic or Latino,Joint,1
196.0,65000.0,180.0,4,1,2,2,30%-<36%,85.399,325000.0,1,1,1,1,2,2,45-54,White,Joint,Joint,0
55.0,145000.0,360.0,1,2,1,2,30%-<36%,96.5,155000.0,1,1,2,1,2,2,25-34,White,Hispanic or Latino,Male,1
139.0,395000.0,360.0,1,3,1,2,40,,485000.0,1,1,1,1,2,2,55-64,White,Joint,Joint,1
51.0,225000.0,360.0,1,1,1,2,49,90.0,245000.0,1,1,1,1,2,2,55-64,White,Not Hispanic or Latino,Female,1
189.0,415000.0,360.0,1,1,1,2,20%-<30%,37.22,1115000.0,1,1,1,1,2,2,35-44,Asian,Not Hispanic or Latino,Male,1
44.0,165000.0,360.0,1,1,1,2,49,70.588,235000.0,1,1,1,1,2,2,25-34,Black or African American,Not Hispanic or Latino,Male,1
40.0,335000.0,360.0,32,1,1,2,>60%,74.278,455000.0,1,1,1,1,2,2,35-44,Race Not Available,Not Hispanic or Latino,Sex Not Available,0
116.0,265000.0,360.0,1,1,1,2,30%-<36%,62.2,415000.0,1,1,1,1,2,2,45-54,White,Not Hispanic or Latino,Joint,1
37.0,165000.0,360.0,1,1,1,1,49,97.0,175000.0,1,1,1,1,2,2,<25,White,Hispanic or Latino,Female,1
78.0,135000.0,360.0,1,1,1,2,20%-<30%,97.0,145000.0,1,1,1,1,2,2,25-34,White,Not Hispanic or Latino,Male,1
36.0,105000.0,360.0,1,2,1,2,50%-60%,96.5,105000.0,1,1,1,1,2,2,25-34,White,Not Hispanic or Latino,Male,1
